userID,propertyID,rating
62bad71ae702ef9cf7ef3415,62bacdf98f3dbd95e51d3539,1
62bad71ae702ef9cf7ef3415,62bacdf98f3dbd95e51d353a,4
62bad71ae702ef9cf7ef3415,62bacdf98f3dbd95e51d353b,3
62bad71ae702ef9cf7ef3415,62bacdf98f3dbd95e51d353c,1
62bad71ae702ef9cf7ef3415,62bacdf98f3dbd95e51d353d,3
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d353e,5
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d353f,4
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d3540,1
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d3541,2
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d3542,2
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d3543,1
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d3544,5
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d3545,1
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d3546,3
62bad71ae702ef9cf7ef3416,62bacdf98f3dbd95e51d3547,4
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d346d,1
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d346e,1
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d3481,4
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d3482,2
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d3495,3
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d3496,4
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d34a9,1
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d34aa,3
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d34bd,5
62bad71ae702ef9cf7ef3411,62bacdf98f3dbd95e51d34be,1
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d34d1,2
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d34d2,4
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d34e5,1
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d34e6,2
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d34f9,4
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d34fa,1
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d350d,3
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d350e,4
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d3521,4
62bad71ae702ef9cf7ef3418,62bacdf98f3dbd95e51d3522,2
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d3535,2
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d3536,1
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d3598,1
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d3599,4
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d35a2,4
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d35a9,4
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d35bb,4
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d35bf,3
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d35c2,3
62bad71ae702ef9cf7ef3412,62bacdf98f3dbd95e51d35c3,5
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35c5,3
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35ce,4
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35d2,3
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35d3,5
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35d5,1
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35db,4
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35dd,5
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35ea,2
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35ef,1
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35f4,4
62bad71ae702ef9cf7ef3417,62bacdf98f3dbd95e51d35fd,5
